#patm    pac   Rmax
36000.0    68000000.0   0.00143118
36000.0    70000000.0   0.001466
36000.0    72000000.0   0.00150058
36000.0    74000000.0   0.0015351
36000.0    76000000.0   0.00156939
36000.0    78000000.0   0.00160351
36000.0    80000000.0   0.00163748
36000.0    82000000.0   0.00167127
36000.0    84000000.0   0.00170495
36000.0    86000000.0   0.00173846
36000.0    88000000.0   0.00177179
36000.0    90000000.0   0.00180505
36000.0    92000000.0   0.00183813
36000.0    94000000.0   0.00187108
36000.0    96000000.0   0.00190392
36000.0    98000000.0   0.00193661

38000.0    2000000.0   5.88559e-05
38000.0    4000000.0   0.000121651
38000.0    6000000.0   0.000177057
38000.0    8000000.0   0.000228839
38000.0    10000000.0   0.000278196
38000.0    12000000.0   0.000325766
38000.0    14000000.0   0.000371928
38000.0    16000000.0   0.00041689
38000.0    18000000.0   0.00046085
38000.0    20000000.0   0.000503941
38000.0    22000000.0   0.000546261
38000.0    24000000.0   0.000587899
38000.0    26000000.0   0.000628927
38000.0    28000000.0   0.000669387
38000.0    30000000.0   0.000709336
38000.0    32000000.0   0.000748804
38000.0    34000000.0   0.000787836
38000.0    36000000.0   0.000826458
38000.0    38000000.0   0.0008647
38000.0    40000000.0   0.000902573
38000.0    42000000.0   0.000940118
38000.0    44000000.0   0.00097733
38000.0    46000000.0   0.00101425
38000.0    48000000.0   0.00105083
38000.0    50000000.0   0.00108723
38000.0    52000000.0   0.00112331
38000.0    54000000.0   0.00115916
38000.0    56000000.0   0.00119472
38000.0    58000000.0   0.00123013
38000.0    60000000.0   0.00126527
38000.0    62000000.0   0.00130021
38000.0    64000000.0   0.00133487
38000.0    66000000.0   0.00136946
38000.0    68000000.0   0.00140373
38000.0    70000000.0   0.00143795
38000.0    72000000.0   0.0014719
38000.0    74000000.0   0.00150575
38000.0    76000000.0   0.00153934
38000.0    78000000.0   0.00157285
38000.0    80000000.0   0.0016062
38000.0    82000000.0   0.00163934
38000.0    84000000.0   0.00167237
38000.0    86000000.0   0.00170522
38000.0    88000000.0   0.00173793
38000.0    90000000.0   0.00177058
38000.0    92000000.0   0.00180302
38000.0    94000000.0   0.00183529
38000.0    96000000.0   0.00186756
38000.0    98000000.0   0.00189964
